title,authors,publisher,publishedDate,description,industryIdentifiers,readingModes,pageCount,printType,categories,maturityRating,allowAnonLogging,contentVersion,panelizationSummary,imageLinks,language,previewLink,infoLink,canonicalVolumeLink,averageRating,ratingsCount,subtitle,comicsContent,seriesInfo
Noah's Compass,['Anne Tyler'],Random House,2015-10-01,"'As exquisitely observed and quietly brilliant as the rest of Tyler's fiction' Guardian Liam Pennywell has spent most of his life dodging issues and skirting adventure when suddenly, in his sixty-first year, something happens that jolts him out of his certainty and leaves him with a frightening gap in his memory. In trying to piece together what took place on his first night in a new apartment, Liam finds instead an unusual woman with secrets of her own, and a late-flowering love that brings its own set of thorny problems... **ANNE TYLER HAS SOLD OVER 8 MILLION BOOKS WORLDWIDE** 'Anne Tyler takes the ordinary, the small, and makes them sing' Rachel Joyce 'She knows all the secrets of the human heart' Monica Ali 'A masterly author' Sebastian Faulks 'I love Anne Tyler. I've read every single book she's written' Jacqueline Wilson","[{'type': 'ISBN_13', 'identifier': '9781407065786'}, {'type': 'ISBN_10', 'identifier': '1407065785'}]","{'text': True, 'image': False}",37.0,BOOK,['Fiction'],NOT_MATURE,True,0.23.15.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=GKAoBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=GKAoBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=GKAoBgAAQBAJ&printsec=frontcover&dq=intitle:NOAH%E2%80%99S+COMPASS&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=GKAoBgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=GKAoBgAAQBAJ,,,,,
Wizard's First Rule,['Terry Goodkind'],RosettaBooks,2010-09-14,"The “wonderfully creative, seamless, and stirring” debut novel in the Sword of Truth epic fantasy series by the #1 New York Times bestselling author (Kirkus). Terry Goodkind’s debut novel, Wizard’s First Rule, was a phenomenon from the moment it was first published by Tor Books in 1994. In it, readers are drawn into the magical New World, where ordinary Westland forest guide Richard Cypher accepts his extraordinary destiny. As a Seeker of Truth, Richard is the only one who can stop the tyrannical wizard Darken Rahl from seizing the all-powerful Boxes of Orden. When the beautiful and mysterious Kahlan Amnell appears in Richard's forest seeking help, his humble world is turned on its head. After proving that he can wield the Sword of Truth, Richard knows that a confrontation with Darken Rahl looms. But Kahlan beseeches him to reach beyond his sword and invoke his inner nobility in order to face the dangerous challenges ahead.","[{'type': 'ISBN_13', 'identifier': '9780795330766'}, {'type': 'ISBN_10', 'identifier': '0795330766'}]","{'text': True, 'image': False}",574.0,BOOK,['Fiction'],NOT_MATURE,True,0.9.10.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=WzO7jSs6XTYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=WzO7jSs6XTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=WzO7jSs6XTYC&printsec=frontcover&dq=intitle:THE+FIRST+RULE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=WzO7jSs6XTYC&source=gbs_api,https://play.google.com/store/books/details?id=WzO7jSs6XTYC,4.5,154.0,,,
For Hire: A Damn Good Kisser,['BEEYOTCH'],Summit Publishing Company Inc.,2019-09-02,"After being dumped by her boyfriend because 'she's too much of a prude,' straight-A student Dana Ferrer enlists the kissing tutorial services of the Good Kissers Inc., made up of the three campus heartthrobs. She chooses notorious Campus King, Andy Guzman, to tutor her, thinking she can ace their lessons and have her ex crawling back to her in no time. She soon realizes she's not immune to Andy's irresistible advances. Nor is Andy oblivious to Dana's charm, which reminds him of someone from his past. Will Dana and Andy break the rules and fall in love with each other? Or will Dana opt to play safe and choose someone else?",,"{'text': False, 'image': True}",250.0,BOOK,['Fiction'],NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=eg5kEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=eg5kEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=eg5kEAAAQBAJ&printsec=frontcover&dq=intitle:KISSER&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=eg5kEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=eg5kEAAAQBAJ,,,,,
Worst Case Scenario,['Larry Enmon'],,2021-11-23,,"[{'type': 'ISBN_10', 'identifier': '1945419997'}, {'type': 'ISBN_13', 'identifier': '9781945419997'}]","{'text': False, 'image': False}",,BOOK,,NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}",,en,http://books.google.nl/books?id=sAOYzgEACAAJ&dq=intitle:WORST+CASE&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=sAOYzgEACAAJ&dq=intitle:WORST+CASE&hl=&source=gbs_api,https://books.google.com/books/about/Worst_Case_Scenario.html?hl=&id=sAOYzgEACAAJ,,,,,
Flirt op 5th Avenue,['Sarah Morgan'],HarperCollins,2022-10-18,"Voor de fans van Jill Mansell: een heerlijk luchtige en romantische feelgood van Sarah Morgan, die zich afspeelt in New York! De Manhattan-serie 3 – Flirt op 5th Avenue Niets zo romantisch als kerst in New York... toch? Eva Jordan is dol op alles wat met Kerstmis te maken heeft, ook al is ze deze kerst alleen. Dan krijgt ze voor haar werk de kans om een paar dagen in een spectaculair penthouse aan 5th Avenue te bivakkeren. Ze mag het huis helemaal in kerstsfeer hullen voordat de eigenaar thuiskomt. Eva is dolblij; Manhattan onder een pak sneeuw is de perfecte plek voor de feestdagen! Wat ze alleen niet had verwacht, is dat de knappe, mysterieuze eigenaar van het penthouse gewoon thuis is... Lucas Blade, wereldberoemd misdaadauteur, heeft een hekel aan kerst. En met een dreigende deadline en de herdenking van de sterfdag van zijn vrouw heeft zijn humeur helemaal een dieptepunt bereikt. Daarom heeft hij zich afgezonderd van de buitenwereld: hij wil niet gestoord worden, hij wil geen kerstversieringen in huis en hij wil dus vooral niet afgeleid worden door Eva met haar kerstfrutsels! Maar wanneer ze door een sneeuwstorm vast komt te zitten in het penthouse, ontkomt hij niet aan haar betovering... Dit boek is eerder verschenen en is ook verkrijgbaar in een 3-in-1 e-bundel.","[{'type': 'ISBN_13', 'identifier': '9789402765779'}, {'type': 'ISBN_10', 'identifier': '9402765778'}]","{'text': True, 'image': True}",181.0,BOOK,['Fiction'],NOT_MATURE,False,0.4.3.0.preview.3,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=kqKTEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=kqKTEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",nl,http://books.google.nl/books?id=kqKTEAAAQBAJ&printsec=frontcover&dq=intitle:FLIRT&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=kqKTEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=kqKTEAAAQBAJ,,,,,
Fantasy In Death,['J. D. Robb'],Hachette UK,2010-01-21,"Murder did that. Took lives, crushed others. But why? Money. Jealousy. Revenge. Secrets. Passion. Whatever the answers, the method had been bold and complex. They were best friends, driven by a shared vision to rule the world of virtual reality games. Their newest invention, developed to transport the player into a fantastical virtual world, is about to be launched. But suddenly, Bart, the brains behind it all, is found brutally killed - defeated by his own game. Their close-knit group is torn apart. Who could have engineered such a devastating virtual death? Even Eve Dallas, New York City's most cunning investigator, is thrown. But as she peels back layers of secrets, revenge and misplaced allegiances, she realises the depth of the killer's master plan. And she knows his game is far from over . . .","[{'type': 'ISBN_13', 'identifier': '9780748115945'}, {'type': 'ISBN_10', 'identifier': '0748115943'}]","{'text': True, 'image': False}",416.0,BOOK,['Fiction'],NOT_MATURE,True,1.10.9.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=TknxFswSz1EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=TknxFswSz1EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=TknxFswSz1EC&pg=PT78&dq=intitle:FANTASY+IN+DEATH&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=TknxFswSz1EC&source=gbs_api,https://play.google.com/store/books/details?id=TknxFswSz1EC,4.0,1.0,,,
Black Magic Sanction,['Kim Harrison'],HarperCollins UK,2013-07-18,"The eight stirring instalment of the urban fantasy-thriller series starring Rachel Morgan. A pacey and addictive novel of sexy bounty-hunting witches, cunning demons and vicious vampires.","[{'type': 'ISBN_13', 'identifier': '9780007537563'}, {'type': 'ISBN_10', 'identifier': '0007537565'}]","{'text': True, 'image': False}",498.0,BOOK,['Fiction'],NOT_MATURE,True,2.7.8.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=tYisddINQQwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=tYisddINQQwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=tYisddINQQwC&printsec=frontcover&dq=intitle:BLACK+MAGIC+SANCTION&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=tYisddINQQwC&source=gbs_api,https://play.google.com/store/books/details?id=tYisddINQQwC,,,,,
The Cider House Rules,['John Irving'],Random House,2012-05-10,"'The reason Homer Wells kept his name was that he came back to St Cloud's so many times, after so many failed foster homes, that the orphanage was forced to acknowledge Homer's intention to make St Cloud's his home.' Homer Wells' odyssey begins among the apple orchards of rural Maine. As the oldest unadopted child at St Cloud's orphanage, he strikes up a profound and unusual friendship with Wilbur Larch, the orphanage's founder - a man of rare compassion and an addiction to ether. What he learns from Wilbur takes him from his early apprenticeship in the orphanage surgery, to an adult life running a cider-making factory and a strange relationship with the wife of his closest friend...","[{'type': 'ISBN_13', 'identifier': '9781448111893'}, {'type': 'ISBN_10', 'identifier': '1448111897'}]","{'text': True, 'image': False}",706.0,BOOK,['Fiction'],NOT_MATURE,True,0.13.8.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=VhBbChAgfi8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=VhBbChAgfi8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=VhBbChAgfi8C&printsec=frontcover&dq=intitle:HOUSE+RULES&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=VhBbChAgfi8C&source=gbs_api,https://play.google.com/store/books/details?id=VhBbChAgfi8C,5.0,1.0,,,
The Silent Sea,['Clive Cussler'],,2011,,"[{'type': 'ISBN_10', 'identifier': '1405909986'}, {'type': 'ISBN_13', 'identifier': '9781405909983'}]","{'text': False, 'image': False}",,BOOK,,NOT_MATURE,False,preview-1.0.0,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=oUNdtgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=oUNdtgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",en,http://books.google.nl/books?id=oUNdtgEACAAJ&dq=intitle:THE+SILENT+SEA&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=oUNdtgEACAAJ&dq=intitle:THE+SILENT+SEA&hl=&source=gbs_api,https://books.google.com/books/about/The_Silent_Sea.html?hl=&id=oUNdtgEACAAJ,,,,,
"Never Caught, the Story of Ona Judge","['Erica Armstrong Dunbar', 'Kathleen Van Cleve']",Simon and Schuster,2019-01-08,"“A brilliant work of US history.” —School Library Journal (starred review) “Gripping.” —BCCB (starred review) “Accessible…Necessary.” —Kirkus Reviews (starred review) A School Library Journal Best Nonfiction Book of 2019! A National Book Award Finalist for Nonfiction, Never Caught is the eye-opening narrative of Ona Judge, George and Martha Washington’s runaway slave, who risked everything for a better life—now available as a young reader’s edition! In this incredible narrative, Erica Armstrong Dunbar reveals a fascinating and heartbreaking behind-the-scenes look at the Washingtons when they were the First Family—and an in-depth look at their slave, Ona Judge, who dared to escape from one of the nation’s Founding Fathers. Born into a life of slavery, Ona Judge eventually grew up to be George and Martha Washington’s “favored” dower slave. When she was told that she was going to be given as a wedding gift to Martha Washington’s granddaughter, Ona made the bold and brave decision to flee to the north, where she would be a fugitive. From her childhood, to her time with the Washingtons and living in the slave quarters, to her escape to New Hampshire, Erica Armstrong Dunbar, along with Kathleen Van Cleve, shares an intimate glimpse into the life of a little-known, but powerful figure in history, and her brave journey as she fled the most powerful couple in the country.","[{'type': 'ISBN_13', 'identifier': '9781534416192'}, {'type': 'ISBN_10', 'identifier': '1534416196'}]","{'text': True, 'image': False}",206.0,BOOK,['Juvenile Nonfiction'],NOT_MATURE,True,1.9.8.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=Wj1qDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Wj1qDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=Wj1qDwAAQBAJ&printsec=frontcover&dq=intitle:CAUGHT&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=Wj1qDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=Wj1qDwAAQBAJ,,,George and Martha Washington's Courageous Slave Who Dared to Run Away,,
Silver Borne,['Patricia Briggs'],Hachette UK,2010-04-01,"The fifth novel in the international No. 1 bestselling Mercy Thompson series - the major urban fantasy hit of the decade 'I love these books!' Charlaine Harris 'The best new fantasy series I've read in years' Kelley Armstrong MERCY THOMPSON: MECHANIC, SHAPESHIFTER, FIGHTER Being a mechanic is hard work. Mercy Thompson, for instance, just spent the last couple of months trying to evade the murderous queen of the local vampire seethe, and now the leader of the werewolf pack - who's maybe-more-than-just-a-friend - has asked for her help. A book of fae secrets has come to light and they're all about to find out how implacable - and dangerous - the fae can be. OK, so maybe her troubles have nothing to do with the job. But she sure could use a holiday . . . A fast-paced adventure featuring the ingenious and appealing Mercy Thompson - mechanic, trouble-magnet and coyote shapechanger. Praise for the series: 'Plenty of twists and turns . . . Kept me entertained from its deceptively innocent beginning to its can't-put-it-down end' Kim Harrison, bestselling author of Dead Witch Walking 'I enjoyed every minute of it. I love Mercy and can't wait for her to kick some more ass' Lilith Saintcrow Books by Patricia Briggs: The Mercy Thompson books Moon Called Blood Bound Iron Kissed Bone Crossed Silver Borne River Marked Frost Burned Night Broken Fire Touched Silence Fallen Storm Cursed Shifting Shadows (Stories from the world of Mercy Thompson)","[{'type': 'ISBN_13', 'identifier': '9780748115938'}, {'type': 'ISBN_10', 'identifier': '0748115935'}]","{'text': True, 'image': False}",266.0,BOOK,['Fiction'],NOT_MATURE,True,2.5.1.0.preview.2,"{'containsEpubBubbles': False, 'containsImageBubbles': False}","{'smallThumbnail': 'http://books.google.com/books/content?id=yddr0avcdz0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=yddr0avcdz0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",en,http://books.google.nl/books?id=yddr0avcdz0C&pg=PT68&dq=intitle:SILVER+BORNE&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=yddr0avcdz0C&source=gbs_api,https://play.google.com/store/books/details?id=yddr0avcdz0C,,,Mercy Thompson: Book 5,,
